freshdesk_ticket_id,frappe_ticket_id
22288370,25596
22288371,25611
22288372,25625
22288373,25642
22288374,25661
22288375,25671
22288376,25683
22288377,25696
22288378,25711
22288379,25724
22288380,25738
22288381,25747
22288382,25758
22288383,25768
22288384,25778
22288385,25787
22288386,25796
22288387,25808
22288388,25816
22288389,25830
22288390,25841
22288391,25851
22288392,25861
22288393,25874
22288394,25883
22288395,25895
22288396,25903
22288397,25915
22288398,25926
22288399,25938
22288400,25947
22288401,25957
22288402,25965
22288403,25980
22288404,25991
22288405,26001
22288406,26011
22288407,26020
22288408,26031
22288409,26041
22288410,26054
22288411,26064
22288412,26077
22288413,26086
22288414,26096
22288415,26107
22288416,26117
22288417,26127
22288418,26137
22288419,26148
22288420,26158
22288421,26168
22288422,26178
22288423,26187
22288424,26197
22288425,26208
22288426,26217
22288427,26228
22288428,26238
22288429,26243
22288430,26254
22288431,26265
22288432,26278
22288433,26288
22288434,26299
22288435,26310
22288436,26322
22288437,26330
22288438,26341
22288439,26348
22288440,26358
22288441,26371
22288442,26381
22288443,26392
22288444,26400
22288445,26410
22288446,26418
22288447,26429
22288448,26441
22288449,26451
22288450,26462
22288451,26471
22288452,26480
22288453,26488
22288454,26501
22288455,26507
22288456,26516
22288457,26525
22288458,26535
22288459,26546
22288460,26554
22288461,26561
