freshdesk_ticket_id,frappe_ticket_id
22282070,21264
22282071,21265
22282072,21266
22282073,21268
22282074,21270
22282075,21273
22282076,21275
22282077,21277
22282078,21279
22282079,21281
22282080,21283
22282081,21285
22282082,21287
22282083,21289
22282084,21291
22282085,21293
22282086,21295
22282087,21296
22282088,21299
22282089,21301
22282091,21306
22282092,21308
22282093,21310
22282094,21312
22282095,21315
22282096,21317
22282097,21319
22282098,21321
22282099,21322
22282100,21324
22282101,21326
22282102,21328
22282103,21330
22282104,21332
22282105,21334
22282106,21335
22282108,21341
22282109,21343
22282110,21345
22282111,21347
22282112,21349
22282113,21351
22282115,21355
22282116,21357
22282117,21359
22282118,21362
22282119,21364
22282120,21366
22282121,21368
22282122,21370
22282123,21372
22282124,21374
22282125,21376
22282126,21378
22282127,21380
22282128,21383
22282129,21385
22282130,21387
22282131,21389
22282132,21391
22282133,21393
22282134,21395
22282135,21397
22282136,21399
22282137,21401
22282138,21404
22282139,21407
22282140,21409
22282141,21411
22282142,21413
22282143,21415
22282144,21417
22282145,21419
22282146,21421
22282147,21424
22282148,21426
22282149,21428
22282150,21430
22282151,21433
22282152,21437
22282153,21439
22282154,21441
22282155,21443
22282156,21445
22282157,21448
22282158,21450
22282159,21453
22282160,21455
22282161,21457
22282162,21459
22282163,21461
22282164,21463
22282165,21465
22282166,21469
22282167,21471
22282168,21473
22282169,21475
22282170,21477
22282171,21479
22282172,21482
22282173,21484
22282174,21486
22282175,21488
22282176,21490
22282177,21492
22282178,21494
22282179,21496
22282180,21498
22282181,21500
22282182,21503
22282183,21504
22282184,21506
22282185,21509
22282186,21512
22282187,21514
22282188,21516
22282189,21518
22282190,21520
22282191,21522
22282192,21524
22282193,21526
22282194,21528
22282195,21530
22282196,21532
22282197,21534
22282198,21536
22282199,21538
22282200,21540
22282201,21542
22282202,21544
22282203,21546
22282204,21548
22282205,21550
22282206,21552
22282207,21554
22282208,21556
22282209,21557
22282210,21559
22282211,21561
22282212,21563
22282213,21565
22282214,21568
22282215,21570
22282216,21572
22282217,21574
22282218,21576
22282219,21578
22282220,21580
22282221,21583
22282222,21585
22282223,21587
22282224,21589
22282225,21591
22282226,21593
22282227,21595
22282228,21597
22282229,21599
22282230,21601
22282231,21603
22282232,21605
22282233,21608
22282234,21610
22282235,21612
22282236,21614
22282237,21616
22282238,21618
22282239,21620
22282240,21623
22282241,21626
22282242,21628
22282243,21630
22282244,21632
22282245,21634
22282246,21636
22282247,21638
22282248,21640
22282249,21642
22282250,21644
22282251,21646
22282252,21648
22282253,21650
22282254,21652
22282255,21654
22282256,21656
22282257,21658
22282258,21660
22282259,21662
22282260,21664
22282261,21666
22282262,21668
22282263,21671
22282264,21673
22282265,21675
22282266,21677
22282267,21679
22282268,21681
22282269,21684
22282270,21686
22282271,21688
22282272,21690
22282273,21692
22282274,21694
22282275,21696
22282276,21697
22282277,21700
22282278,21702
22282279,21704
22282280,21706
22282281,21708
22282282,21710
22282283,21712
22282284,21714
22282285,21716
22282286,21718
22282287,21720
22282288,21722
22282289,21724
22282290,21726
22282291,21728
22282292,21730
22282293,21732
22282294,21734
22282295,21736
22282296,21738
22282297,21740
22282298,21742
22282299,21744
22282300,21746
22282301,21748
22282302,21750
22282303,21752
22282304,21754
22282305,21756
22282306,21758
22282307,21760
22282308,21762
22282309,21764
22282310,21766
22282311,21768
22282312,21770
22282313,21772
22282314,21774
22282315,21776
22282316,21778
22282317,21780
22282318,21782
22282319,21784
22282320,21786
22282321,21788
22282322,21790
22282323,21792
22282324,21794
22282325,21796
22282326,21798
22282327,21800
22282328,21802
22282329,21804
22282330,21806
22282331,21808
22282332,21810
22282333,21812
22282334,21815
22282335,21817
22282336,21819
22282337,21821
22282338,21823
22282339,21825
22282340,21827
22282341,21829
22282342,21831
22282343,21833
22282344,21835
22282345,21837
22282346,21839
22282347,21841
22282348,21843
22282349,21845
22282350,21848
22282351,21850
22282352,21852
22282353,21854
22282354,21856
22282355,21858
22282356,21860
22282357,21862
22282358,21864
22282359,21866
22282360,21868
22282361,21870
22282362,21871
22282363,21873
22282364,21875
22282365,21877
22282366,21879
22282367,21881
22282368,21882
22282369,21883
