freshdesk_ticket_id,frappe_ticket_id
22282970,21890
22282971,21892
22282972,21894
22282973,21897
22282974,21902
22282975,21907
22282976,21911
22282977,21919
22282978,21924
22282979,21930
22282980,21938
22282981,21942
22282982,21952
22282983,21961
22282984,21970
22282985,21981
22282986,21990
22282987,22000
22282988,22008
22282989,22018
22282990,22029
22282991,22040
22282992,22052
22282993,22060
22282994,22072
22282995,22082
22282996,22090
22282997,22101
22282998,22111
22282999,22121
22283000,22131
22283001,22141
22283002,22150
22283003,22161
22283004,22172
22283005,22180
22283006,22191
22283007,22200
22283008,22210
22283009,22218
22283010,22228
22283011,22238
22283012,22248
22283013,22259
22283014,22269
22283015,22277
22283016,22288
22283017,22299
22283018,22309
22283019,22320
22283020,22334
22283021,22344
22283022,22357
22283023,22368
22283024,22376
22283025,22387
22283026,22396
22283027,22407
22283028,22417
22283029,22428
22283030,22438
22283031,22447
22283032,22457
22283033,22467
22283034,22479
22283035,22489
22283036,22498
22283037,22509
22283038,22521
22283039,22528
22283040,22538
22283041,22548
22283042,22560
22283043,22570
22283044,22581
22283045,22593
22283046,22611
22283047,22617
22283048,22628
22283049,22638
22283050,22647
22283051,22657
22283052,22667
22283053,22674
22283054,22687
22283055,22698
22283056,22710
22283057,22721
22283058,22731
22283059,22742
22283060,22753
22283061,22763
22283062,22774
22283063,22786
22283064,22797
22283065,22810
22283066,22819
22283067,22830
22283068,22841
22283069,22852
22283070,22861
22283071,22872
22283072,22881
22283073,22892
22283074,22903
22283075,22919
22283076,22929
22283077,22939
22283078,22950
22283079,22960
22283080,22973
22283081,22984
22283082,22993
22283083,23004
22283084,23017
22283085,23028
22283086,23038
22283087,23048
22283088,23057
22283089,23069
22283090,23079
22283091,23090
22283092,23102
22283093,23114
22283094,23125
22283095,23134
22283096,23144
22283097,23155
22283098,23164
22283099,23177
22283100,23184
22283101,23194
22283102,23204
22283103,23213
22283104,23231
22283105,23241
22283106,23250
22283107,23266
22283108,23277
22283109,23287
22283110,23298
22283111,23308
22283112,23318
22283113,23329
22283114,23339
22283115,23349
22283116,23358
22283117,23371
22283118,23383
22283119,23395
22283120,23409
22283121,23418
22283122,23430
22283123,23441
22283124,23451
22283125,23459
22283126,23472
22283127,23481
22283128,23495
22283129,23503
22283130,23515
22283131,23523
22283132,23536
22283133,23546
22283134,23560
22283135,23570
22283136,23583
22283137,23596
22283138,23604
22283139,23616
22283140,23627
22283141,23640
22283142,23649
22283143,23662
22283144,23671
22283145,23680
22283146,23692
22283147,23706
22283148,23720
22283149,23732
22283150,23744
22283151,23755
22283152,23763
22283153,23777
22283154,23788
22283155,23798
22283156,23807
22283157,23816
22283158,23825
22283159,23836
22283160,23847
22283161,23861
22283162,23878
22283163,23889
22283164,23901
22283165,23914
22283166,23925
22283167,23936
22283168,23947
22283169,23954
22283170,23967
22283171,23976
22283172,23991
22283173,23997
22283174,24010
22283175,24019
22283176,24031
22283177,24045
22283178,24057
22283179,24070
22283180,24085
22283181,24096
22283182,24108
22283183,24116
22283184,24134
22283185,24152
22283186,24167
22283187,24182
22283188,24204
22283189,24217
22283190,24232
22283191,24252
22283192,24265
22283193,24281
22283194,24302
22283195,24318
22283196,24338
22283197,24353
22283198,24367
22283199,24390
22283200,24407
22283201,24427
22283202,24446
22283203,24464
22283204,24481
22283205,24501
22283206,24516
22283207,24532
22283208,24552
22283209,24568
22283210,24587
22283211,24601
22283212,24618
22283213,24635
22283214,24647
22283215,24665
22283216,24679
22283217,24695
22283218,24712
22283219,24732
22283220,24744
22283221,24759
22283222,24779
22283223,24794
22283224,24812
22283225,24830
22283226,24845
22283227,24861
22283228,24878
22283229,24894
22283230,24912
22283231,24929
22283232,24946
22283233,24961
22283234,24974
22283235,24989
22283236,25008
22283237,25024
22283238,25044
22283239,25060
22283240,25077
22283241,25093
22283242,25111
22283243,25131
22283244,25147
22283245,25164
22283246,25183
22283247,25200
22283248,25219
22283249,25236
22283250,25251
22283251,25267
22283252,25282
22283253,25300
22283254,25317
22283255,25333
22283256,25349
22283257,25365
22283258,25377
22283259,25396
22283261,25421
22283262,25437
22283263,25451
22283264,25463
22283265,25478
22283266,25500
22283267,25515
22283268,25532
22283269,25547
