freshdesk_ticket_id,frappe_ticket_id
22284770,21945
22284771,21953
22284772,21963
22284773,21968
22284774,21978
22284775,21988
22284776,21998
22284777,22009
22284778,22019
22284779,22028
22284780,22038
22284781,22051
22284782,22062
22284783,22073
22284784,22083
22284785,22098
22284786,22104
22284787,22114
22284788,22128
22284789,22139
22284790,22148
22284791,22158
22284792,22168
22284793,22182
22284794,22192
22284795,22204
22284796,22214
22284797,22223
22284798,22234
22284799,22244
22284800,22257
22284801,22266
22284802,22276
22284803,22285
22284804,22294
22284805,22302
22284806,22314
22284807,22323
22284808,22330
22284809,22340
22284810,22350
22284811,22359
22284812,22371
22284813,22381
22284814,22391
22284815,22403
22284816,22412
22284817,22422
22284818,22432
22284819,22442
22284820,22451
22284821,22461
22284822,22468
22284823,22477
22284824,22486
22284825,22497
22284826,22507
22284827,22519
22284828,22529
22284829,22540
22284830,22550
22284831,22558
22284832,22569
22284833,22576
22284834,22587
22284835,22596
22284836,22609
22284837,22619
22284838,22629
22284839,22640
22284840,22648
22284841,22658
22284842,22671
22284843,22679
22284844,22689
22284845,22699
22284846,22709
22284847,22723
22284848,22732
22284849,22743
22284850,22754
22284851,22765
22284852,22782
22284853,22793
22284854,22806
22284855,22814
22284856,22822
22284857,22833
22284858,22844
22284859,22856
22284860,22866
22284861,22878
22284862,22888
22284863,22901
22284864,22911
22284865,22922
22284866,22933
22284867,22944
22284868,22954
22284869,22967
22284870,22980
22284871,22990
22284872,23001
22284873,23010
22284874,23022
22284875,23032
22284876,23050
22284877,23061
22284878,23072
22284879,23084
22284880,23095
22284881,23106
22284882,23116
22284883,23127
22284884,23138
22284885,23148
22284886,23160
22284887,23171
22284888,23181
22284889,23195
22284890,23206
22284891,23217
22284892,23225
22284893,23235
22284894,23254
22284895,23265
22284896,23276
22284897,23291
22284898,23302
22284899,23314
22284900,23326
22284901,23335
22284902,23350
22284903,23360
22284904,23369
22284905,23381
22284906,23393
22284907,23403
22284908,23411
22284909,23423
22284910,23435
22284911,23445
22284912,23454
22284913,23465
22284914,23476
22284915,23486
22284916,23498
22284917,23509
22284918,23520
22284919,23529
22284920,23538
22284921,23549
22284922,23558
22284923,23569
22284924,23580
22284925,23593
22284926,23609
22284927,23619
22284928,23630
22284929,23637
22284930,23648
22284931,23658
22284932,23666
22284933,23681
22284934,23689
22284935,23707
22284936,23721
22284937,23731
22284938,23739
22284939,23752
22284940,23766
22284941,23779
22284942,23790
22284943,23802
22284944,23811
22284945,23824
22284946,23834
22284947,23846
22284948,23855
22284949,23867
22284950,23879
22284951,23890
22284952,23900
22284953,23911
22284954,23924
22284955,23935
22284956,23946
22284957,23958
22284958,23968
22284959,23975
22284960,23988
22284961,24000
22284962,24011
22284963,24022
22284964,24034
22284965,24043
22284966,24054
22284967,24065
22284968,24076
22284969,24089
22284970,24102
22284971,24113
22284972,24125
22284973,24140
22284974,24157
22284975,24173
22284976,24186
22284977,24212
22284978,24230
22284979,24247
22284980,24272
22284981,24292
22284982,24308
22284983,24322
22284984,24342
22284985,24361
22284986,24381
22284987,24397
22284988,24415
22284989,24431
22284990,24450
22284991,24466
22284992,24479
22284993,24496
22284994,24513
22284995,24529
22284996,24546
22284997,24563
22284998,24581
22284999,24599
22285000,24615
22285001,24637
22285002,24655
22285003,24672
22285004,24689
22285005,24708
22285006,24722
22285007,24740
22285008,24754
22285009,24768
22285010,24798
22285011,24816
22285012,24834
22285013,24849
22285014,24869
22285015,24884
22285016,24900
22285017,24922
22285018,24937
22285019,24957
22285020,24973
22285021,24987
22285022,25001
22285023,25020
22285024,25040
22285025,25056
22285026,25073
22285027,25097
22285028,25113
22285029,25132
22285030,25150
22285031,25165
22285032,25182
22285033,25198
22285034,25216
22285035,25227
22285036,25237
22285037,25256
22285038,25271
22285039,25286
22285040,25299
22285041,25311
22285042,25327
22285043,25341
22285044,25356
22285045,25376
22285046,25387
22285047,25399
22285048,25415
22285049,25430
22285050,25442
22285051,25462
22285052,25481
22285053,25499
22285054,25518
22285055,25536
22285056,25557
22285057,25572
22285058,25593
22285059,25606
22285060,25628
22285061,25645
22285062,25663
22285063,25677
22285064,25691
22285065,25702
22285066,25714
22285067,25730
22285068,25742
22285069,25750
