freshdesk_ticket_id,frappe_ticket_id
22285070,21955
22285071,21962
22285072,21976
22285073,21987
22285074,21997
22285075,22005
22285076,22014
22285077,22022
22285078,22031
22285079,22044
22285080,22049
22285081,22059
22285082,22068
22285083,22076
22285084,22085
22285085,22094
22285086,22108
22285087,22120
22285088,22129
22285089,22138
22285090,22149
22285091,22159
22285092,22170
22285093,22179
22285094,22189
22285095,22199
22285096,22211
22285097,22220
22285098,22230
22285099,22239
22285100,22249
22285101,22258
22285102,22267
22285103,22279
22285104,22287
22285105,22297
22285106,22306
22285107,22316
22285108,22326
22285109,22335
22285110,22345
22285111,22353
22285112,22363
22285113,22373
22285114,22384
22285115,22393
22285116,22402
22285117,22410
22285118,22416
22285119,22430
22285120,22439
22285121,22448
22285122,22460
22285123,22469
22285124,22476
22285125,22484
22285126,22494
22285127,22504
22285128,22513
22285129,22520
22285130,22527
22285131,22537
22285132,22547
22285133,22557
22285134,22565
22285135,22574
22285137,22591
22285138,22600
22285139,22608
22285140,22620
22285141,22631
22285142,22642
22285143,22652
22285144,22661
22285145,22669
22285146,22681
22285147,22691
22285148,22700
22285150,22718
22285151,22730
22285152,22741
22285153,22752
22285154,22761
22285155,22769
22285156,22778
22285157,22788
22285158,22800
22285159,22809
22285160,22820
22285161,22832
22285162,22843
22285163,22854
22285164,22865
22285165,22876
22285166,22887
22285167,22898
22285168,22914
22285169,22924
22285170,22935
22285171,22947
22285172,22962
22285173,22972
22285174,22985
22285175,22995
22285176,23006
22285177,23015
22285178,23026
22285179,23040
22285180,23051
22285181,23062
22285182,23070
22285183,23082
22285184,23094
22285185,23105
22285186,23117
22285187,23128
22285188,23137
22285189,23149
22285190,23159
22285191,23170
22285192,23188
22285193,23200
22285194,23212
22285195,23222
22285196,23233
22285197,23244
22285198,23255
22285199,23264
22285200,23274
22285201,23280
22285202,23288
22285203,23304
22285204,23312
22285205,23324
22285206,23338
22285207,23348
22285208,23361
22285209,23372
22285210,23387
22285211,23398
22285212,23408
22285213,23421
22285214,23433
22285215,23444
22285216,23458
22285217,23468
22285218,23474
22285219,23484
22285220,23496
22285221,23506
22285222,23518
22285223,23528
22285224,23539
22285225,23550
22285226,23562
22285227,23573
22285228,23582
22285229,23591
22285230,23602
22285231,23613
22285232,23624
22285233,23635
22285234,23646
22285235,23654
22285236,23670
22285237,23677
22285238,23688
22285239,23699
22285240,23709
22285241,23718
22285242,23729
22285243,23741
22285244,23751
22285245,23762
22285246,23776
22285247,23786
22285248,23795
22285249,23806
22285250,23819
22285251,23829
22285252,23840
22285253,23851
22285255,23868
22285256,23881
22285257,23894
22285258,23909
22285259,23919
22285260,23929
22285261,23941
22285262,23951
22285263,23961
22285264,23972
22285265,23983
22285266,23993
22285267,24005
22285268,24012
22285269,24023
22285270,24033
22285271,24042
22285272,24050
22285273,24061
22285274,24072
22285275,24084
22285276,24091
22285277,24103
22285278,24118
22285279,24136
22285280,24147
22285281,24169
22285282,24179
22285283,24199
22285284,24216
22285285,24229
22285286,24243
22285287,24262
22285288,24278
22285289,24297
22285290,24315
22285291,24329
22285292,24350
22285293,24369
22285294,24393
22285295,24410
22285296,24426
22285297,24444
22285298,24468
22285299,24486
22285300,24503
22285301,24518
22285302,24531
22285303,24551
22285304,24565
22285305,24582
22285306,24596
22285307,24617
22285308,24632
22285309,24646
22285310,24660
22285311,24670
22285312,24690
22285313,24704
22285314,24718
22285315,24737
22285316,24757
22285317,24772
22285318,24795
22285319,24810
22285320,24828
22285321,24847
22285322,24866
22285323,24881
22285324,24901
22285325,24917
22285326,24935
22285327,24952
22285328,24970
22285329,24986
22285330,25002
22285331,25016
22285332,25034
22285333,25054
22285334,25066
22285335,25083
22285336,25100
22285337,25119
22285338,25130
22285339,25146
22285340,25161
22285341,25181
22285342,25194
22285343,25210
22285344,25233
22285345,25242
22285346,25258
22285347,25278
22285348,25290
22285349,25307
22285350,25330
22285351,25345
22285352,25361
22285353,25379
22285354,25403
22285355,25420
22285356,25436
22285357,25452
22285358,25472
22285359,25491
22285360,25503
22285361,25521
22285362,25540
22285363,25552
22285364,25568
22285365,25591
22285366,25607
22285367,25633
22285369,25653
