freshdesk_ticket_id,frappe_ticket_id
22287470,24193
22287471,24209
22287472,24228
22287473,24245
22287474,24260
22287475,24279
22287476,24296
22287477,24319
22287478,24335
22287479,24348
22287480,24371
22287481,24386
22287482,24404
22287483,24421
22287484,24438
22287485,24456
22287486,24473
22287487,24493
22287488,24510
22287489,24526
22287490,24545
22287491,24562
22287492,24579
22287493,24595
22287494,24611
22287495,24626
22287496,24644
22287497,24659
22287498,24677
22287499,24692
22287500,24711
22287501,24726
22287502,24743
22287503,24769
22287504,24790
22287505,24808
22287506,24821
22287507,24837
22287508,24862
22287509,24882
22287510,24897
22287511,24916
22287512,24933
22287513,24950
22287514,24967
22287515,24984
22287516,24997
22287517,25012
22287518,25026
22287519,25043
22287520,25059
22287521,25075
22287522,25090
22287523,25108
22287524,25121
22287525,25137
22287526,25155
22287527,25175
22287528,25195
22287529,25213
22287530,25232
22287531,25250
22287532,25268
22287533,25288
22287534,25302
22287535,25323
22287536,25340
22287537,25357
22287538,25375
22287539,25388
22287540,25412
22287541,25434
22287542,25453
22287543,25470
22287544,25487
22287545,25501
22287546,25516
22287547,25538
22287548,25555
22287549,25569
22287550,25587
22287551,25605
22287552,25622
22287553,25639
22287554,25659
22287555,25673
22287556,25687
22287557,25698
22287558,25709
22287559,25723
22287560,25736
22287561,25746
22287562,25754
22287563,25764
22287564,25776
22287565,25786
22287566,25795
22287567,25806
22287568,25818
22287569,25829
22287570,25837
22287571,25848
22287572,25859
22287573,25869
22287574,25881
22287575,25892
22287576,25901
22287577,25913
22287578,25925
22287579,25935
22287580,25945
22287581,25955
22287582,25966
22287583,25976
22287584,25987
22287585,25998
22287586,26008
22287587,26018
22287588,26026
22287589,26036
22287590,26047
22287591,26059
22287592,26069
22287593,26081
22287594,26090
22287595,26099
22287596,26110
22287597,26120
22287598,26130
22287599,26140
22287600,26150
22287601,26159
22287602,26170
22287603,26180
22287604,26190
22287605,26204
22287606,26214
22287607,26224
22287608,26232
22287609,26242
22287610,26252
22287611,26263
22287612,26272
22287613,26281
22287614,26290
22287615,26300
22287616,26309
22287617,26318
22287618,26328
22287619,26339
22287620,26350
22287621,26359
22287622,26369
22287623,26378
22287624,26387
22287625,26397
22287626,26407
22287627,26419
22287628,26428
22287629,26436
22287630,26445
22287631,26455
22287632,26465
22287633,26475
22287634,26485
22287635,26494
22287636,26504
22287637,26512
22287638,26521
22287639,26530
22287640,26540
22287641,26549
22287642,26558
22287643,26568
22287644,26573
22287645,26581
22287646,26589
22287647,26597
22287648,26604
22287649,26614
22287650,26621
22287651,26628
22287652,26636
22287653,26643
22287654,26650
22287655,26658
22287656,26665
22287657,26673
22287658,26683
22287659,26691
22287660,26700
22287661,26708
22287662,26716
22287663,26724
22287664,26731
22287665,26739
22287666,26748
22287667,26756
22287668,26765
22287669,26774
22287670,26782
22287671,26790
22287672,26797
22287673,26805
22287674,26812
22287675,26821
22287676,26829
22287677,26836
22287678,26845
22287679,26851
22287680,26860
22287681,26867
22287682,26873
22287683,26881
22287684,26889
22287685,26897
22287686,26904
22287687,26910
22287688,26918
22287689,26927
22287690,26934
22287691,26939
22287692,26949
22287693,26956
22287694,26964
22287695,26974
22287696,26986
22287697,26994
22287698,27001
22287699,27012
22287700,27017
22287701,27025
22287702,27034
22287703,27042
22287704,27050
22287705,27057
22287706,27065
22287707,27071
22287708,27081
22287709,27091
22287710,27098
22287711,27110
22287712,27116
22287713,27124
22287714,27132
22287715,27141
22287716,27150
22287717,27157
22287718,27165
22287719,27173
22287720,27182
22287721,27192
22287722,27199
22287723,27204
22287724,27211
22287725,27218
22287726,27227
22287727,27235
22287728,27242
22287729,27251
22287731,27266
22287732,27275
22287733,27284
22287734,27292
22287735,27300
22287736,27309
22287737,27319
22287738,27327
22287739,27334
22287740,27343
22287741,27353
22287742,27363
22287743,27370
22287744,27375
22287745,27383
22287746,27391
22287747,27399
22287748,27406
22287749,27412
22287750,27420
22287751,27430
22287752,27439
22287753,27447
22287754,27456
22287755,27465
22287756,27471
22287757,27479
22287758,27488
22287759,27493
22287760,27499
22287761,27506
22287762,27512
22287763,27518
22287764,27524
22287765,27529
22287766,27535
22287767,27538
22287768,27541
22287769,27544
