freshdesk_ticket_id,frappe_ticket_id
22284170,21915
22284171,21920
22284172,21926
22284173,21935
22284174,21944
22284175,21950
22284176,21959
22284177,21971
22284178,21980
22284179,21991
22284180,22007
22284181,22012
22284182,22024
22284183,22034
22284184,22042
22284185,22055
22284186,22067
22284187,22078
22284188,22087
22284189,22093
22284190,22105
22284191,22117
22284192,22127
22284193,22134
22284194,22143
22284195,22153
22284196,22163
22284197,22175
22284198,22185
22284199,22196
22284200,22206
22284201,22216
22284202,22226
22284203,22237
22284204,22246
22284205,22250
22284206,22261
22284207,22271
22284208,22280
22284209,22292
22284210,22303
22284211,22312
22284212,22324
22284213,22336
22284214,22346
22284215,22355
22284216,22366
22284217,22374
22284218,22383
22284219,22395
22284220,22409
22284221,22419
22284222,22427
22284223,22434
22284224,22445
22284225,22454
22284226,22462
22284227,22472
22284228,22482
22284229,22491
22284230,22501
22284231,22511
22284232,22522
22284233,22533
22284234,22543
22284235,22554
22284236,22564
22284237,22573
22284238,22584
22284239,22595
22284240,22604
22284241,22615
22284242,22627
22284243,22637
22284244,22651
22284245,22660
22284246,22672
22284247,22677
22284248,22692
22284249,22703
22284250,22711
22284251,22725
22284252,22733
22284253,22744
22284254,22756
22284255,22768
22284256,22779
22284257,22795
22284258,22805
22284259,22817
22284260,22829
22284261,22838
22284262,22847
22284263,22862
22284264,22873
22284265,22885
22284266,22897
22284267,22907
22284268,22920
22284269,22931
22284270,22942
22284271,22955
22284272,22970
22284273,22981
22284274,22994
22284275,23005
22284276,23016
22284277,23027
22284278,23037
22284279,23047
22284280,23058
22284281,23071
22284282,23083
22284283,23092
22284284,23103
22284285,23112
22284286,23123
22284287,23136
22284288,23147
22284289,23157
22284290,23167
22284291,23179
22284292,23190
22284293,23201
22284294,23211
22284295,23223
22284296,23234
22284297,23245
22284298,23256
22284299,23267
22284300,23275
22284301,23286
22284302,23297
22284303,23309
22284304,23322
22284305,23333
22284306,23343
22284307,23355
22284308,23366
22284309,23378
22284310,23390
22284311,23402
22284312,23413
22284313,23422
22284314,23436
22284315,23446
22284316,23456
22284317,23469
22284318,23480
22284319,23492
22284320,23505
22284321,23516
22284322,23527
22284323,23537
22284324,23553
22284325,23565
22284326,23576
22284327,23585
22284328,23595
22284329,23608
22284330,23618
22284331,23626
22284332,23636
22284333,23647
22284334,23659
22284335,23669
22284336,23679
22284337,23691
22284338,23702
22284339,23711
22284340,23722
22284341,23734
22284342,23745
22284343,23756
22284344,23770
22284345,23781
22284346,23792
22284347,23804
22284348,23813
22284349,23823
22284350,23832
22284351,23843
22284352,23856
22284353,23869
22284354,23880
22284355,23893
22284356,23904
22284357,23915
22284358,23927
22284359,23937
22284360,23948
22284361,23959
22284362,23971
22284363,23981
22284364,23990
22284365,24002
22284366,24016
22284367,24028
22284368,24036
22284369,24046
22284370,24056
22284371,24069
22284372,24081
22284373,24095
22284374,24107
22284375,24122
22284376,24130
22284377,24150
22284378,24163
22284379,24181
22284380,24197
22284381,24215
22284382,24236
22284383,24248
22284384,24266
22284385,24283
22284386,24300
22284387,24314
22284388,24332
22284389,24358
22284390,24373
22284391,24385
22284392,24406
22284393,24420
22284394,24437
22284395,24453
22284396,24467
22284397,24483
22284398,24504
22284399,24521
22284400,24537
22284401,24554
22284402,24574
22284403,24593
22284404,24610
22284405,24629
22284406,24645
22284407,24661
22284408,24678
22284409,24697
22284410,24713
22284411,24731
22284412,24749
22284413,24764
22284414,24781
22284415,24796
22284416,24815
22284417,24833
22284418,24853
22284419,24871
22284420,24887
22284421,24902
22284422,24918
22284423,24934
22284424,24953
22284425,24972
22284426,24991
22284427,25007
22284428,25028
22284429,25047
22284430,25064
22284431,25081
22284432,25098
22284433,25126
22284434,25141
22284435,25159
22284436,25176
22284437,25192
22284438,25207
22284439,25220
22284440,25240
22284441,25253
22284442,25283
22284443,25303
22284444,25324
22284445,25343
22284446,25358
22284447,25374
22284448,25390
22284449,25406
22284450,25425
22284451,25441
22284452,25457
22284453,25474
22284454,25488
22284455,25505
22284456,25520
22284457,25533
22284458,25550
22284459,25576
22284460,25589
22284461,25608
22284462,25629
22284463,25650
22284464,25664
22284465,25678
22284466,25692
22284467,25705
22284468,25717
22284469,25728
