freshdesk_ticket_id,frappe_ticket_id
22289362,27722
22289363,27726
22289364,27732
22289365,27737
22289366,27741
22289367,27748
22289368,27754
22289369,27764
22289370,27771
22289371,27780
22289372,27793
22289373,27805
22289374,27816
22289375,27827
22289376,27838
22289377,27851
22289378,27863
22289379,27874
22289380,27884
22289381,27897
22289382,27909
22289383,27922
22289384,27933
22289385,27943
22289386,27956
22289387,27967
22289388,27976
22289389,27988
22289390,27999
22289391,28008
22289392,28020
22289393,28029
22289394,28038
22289395,28048
22289396,28059
22289397,28069
22289398,28080
22289399,28090
22289400,28101
22289401,28111
22289402,28120
22289403,28130
22289404,28139
22289405,28153
22289406,28162
22289407,28172
22289408,28182
22289409,28190
22289410,28200
22289411,28207
22289412,28217
22289413,28229
22289414,28237
22289415,28249
22289416,28258
22289417,28268
22289418,28277
22289419,28289
22289420,28299
22289421,28309
22289422,28318
22289423,28328
22289424,28338
22289425,28349
22289426,28360
22289427,28371
22289428,28379
22289429,28390
22289430,28398
22289431,28411
22289432,28420
22289433,28432
22289434,28440
22289435,28447
22289436,28458
22289437,28467
22289438,28477
22289439,28488
22289440,28497
22289441,28508
22289442,28517
22289443,28527
22289444,28538
22289445,28549
22289446,28557
22289447,28569
22289448,28577
22289449,28585
22289450,28597
22289451,28606
22289452,28619
22289453,28627
22289454,28640
22289455,28652
22289456,28664
22289457,28673
22289458,28682
22289459,28692
22289460,28701
22289461,28711
22289462,28726
22289463,28738
22289464,28746
22289465,28755
22289466,28766
22289467,28776
22289468,28780
22289469,28788
22289470,28798
22289471,28808
22289472,28818
22289473,28828
22289474,28837
22289475,28848
22289476,28858
22289477,28870
22289478,28880
22289479,28890
22289480,28900
22289481,28908
22289482,28919
22289483,28930
22289484,28938
22289485,28949
22289486,28959
22289487,28969
22289488,28978
22289489,28988
22289490,29002
22289491,29010
22289492,29022
22289493,29032
22289494,29042
22289495,29054
22289496,29062
22289497,29075
22289498,29083
22289499,29093
22289500,29104
22289501,29112
22289502,29122
22289503,29132
22289504,29143
22289505,29151
22289506,29159
22289507,29167
22289508,29176
22289509,29184
22289510,29193
22289511,29202
22289512,29212
22289513,29222
22289514,29231
22289515,29241
22289516,29252
22289517,29263
22289518,29273
22289519,29284
22289520,29292
22289521,29303
22289522,29313
22289523,29324
22289524,29333
22289525,29347
22289526,29355
22289527,29364
22289528,29373
22289529,29381
22289530,29393
22289531,29404
22289532,29412
22289533,29423
22289534,29434
22289535,29443
22289536,29457
22289537,29465
22289538,29474
22289539,29485
22289540,29497
22289541,29507
22289542,29518
22289543,29528
22289544,29543
22289545,29555
22289546,29565
22289547,29573
22289548,29586
22289549,29600
22289550,29611
22289551,29617
22289552,29632
22289553,29641
22289554,29648
22289555,29656
22289556,29670
22289557,29680
22289558,29691
22289559,29701
22289560,29711
22289561,29721
22289562,29732
22289563,29743
22289564,29760
22289565,29766
22289566,29781
22289567,29790
22289568,29795
22289569,29805
22289570,29814
22289571,29825
22289572,29837
22289573,29847
22289574,29857
22289575,29867
22289576,29878
22289577,29888
22289578,29897
22289579,29907
22289580,29915
22289581,29926
22289582,29936
22289583,29946
22289584,29954
22289585,29970
22289586,29980
22289587,29989
22289588,29998
22289589,30015
22289590,30025
22289591,30036
22289592,30046
22289593,30060
22289594,30069
22289595,30077
22289596,30087
22289597,30096
22289598,30107
22289599,30115
22289600,30125
22289601,30142
22289602,30149
22289603,30162
22289604,30171
22289605,30181
22289606,30193
22289607,30204
22289608,30213
22289609,30225
22289610,30237
22289611,30247
22289612,30259
22289613,30268
22289614,30280
22289615,30292
22289616,30302
22289617,30311
22289618,30321
22289619,30331
22289620,30342
22289621,30352
22289622,30362
22289623,30371
22289624,30381
22289625,30391
22289626,30402
22289627,30414
22289628,30423
22289629,30433
22289630,30442
22289631,30452
22289632,30464
22289633,30471
22289634,30480
22289635,30487
22289636,30498
22289637,30511
22289638,30519
22289639,30529
22289640,30540
22289641,30549
22289642,30559
22289643,30570
22289644,30580
22289645,30589
22289646,30596
22289647,30606
22289648,30616
22289649,30628
22289650,30638
22289651,30646
22289652,30658
22289653,30667
22289654,30676
22289655,30683
22289656,30692
22289657,30701
22289658,30708
22289659,30716
22289660,30720
22289661,30727
