freshdesk_ticket_id,frappe_ticket_id
22289062,27716
22289063,27719
22289064,27723
22289065,27728
22289066,27733
22289067,27739
22289068,27744
22289069,27751
22289070,27758
22289071,27766
22289072,27774
22289073,27783
22289074,27794
22289075,27806
22289076,27815
22289077,27824
22289078,27835
22289079,27850
22289080,27859
22289081,27872
22289082,27882
22289083,27892
22289084,27903
22289085,27913
22289086,27923
22289087,27935
22289088,27947
22289089,27957
22289090,27968
22289091,27979
22289092,27990
22289093,28002
22289094,28014
22289095,28026
22289096,28037
22289097,28047
22289098,28058
22289099,28071
22289100,28084
22289101,28093
22289102,28105
22289103,28116
22289104,28125
22289105,28134
22289106,28144
22289107,28155
22289108,28165
22289109,28174
22289110,28184
22289111,28193
22289112,28205
22289113,28214
22289114,28222
22289115,28230
22289116,28241
22289117,28253
22289118,28261
22289119,28271
22289120,28281
22289121,28291
22289122,28302
22289123,28311
22289124,28322
22289125,28331
22289126,28339
22289127,28347
22289128,28358
22289129,28368
22289130,28377
22289131,28386
22289132,28396
22289133,28407
22289134,28416
22289135,28426
22289136,28436
22289137,28446
22289138,28456
22289139,28466
22289140,28476
22289141,28486
22289142,28496
22289143,28506
22289144,28516
22289145,28524
22289146,28536
22289147,28547
22289148,28554
22289149,28565
22289150,28575
22289151,28587
22289152,28594
22289153,28610
22289154,28621
22289155,28632
22289156,28641
22289157,28651
22289158,28662
22289159,28670
22289160,28679
22289161,28689
22289162,28699
22289163,28709
22289164,28719
22289165,28723
22289166,28733
22289167,28744
22289168,28754
22289169,28764
22289170,28772
22289171,28782
22289172,28790
22289173,28801
22289174,28810
22289175,28817
22289176,28830
22289177,28838
22289178,28850
22289179,28862
22289180,28873
22289181,28882
22289182,28892
22289183,28903
22289184,28914
22289185,28924
22289186,28934
22289187,28940
22289188,28952
22289189,28962
22289190,28970
22289191,28981
22289192,28989
22289193,28999
22289194,29009
22289195,29021
22289196,29028
22289197,29039
22289198,29047
22289199,29057
22289200,29068
22289201,29081
22289202,29092
22289203,29101
22289204,29110
22289205,29119
22289206,29129
22289207,29137
22289208,29146
22289209,29155
22289210,29165
22289211,29175
22289212,29189
22289213,29194
22289214,29205
22289215,29215
22289216,29224
22289217,29234
22289218,29245
22289219,29254
22289220,29261
22289221,29270
22289222,29278
22289223,29288
22289224,29299
22289225,29309
22289226,29319
22289227,29329
22289228,29340
22289229,29350
22289230,29360
22289231,29370
22289232,29380
22289233,29391
22289234,29401
22289235,29411
22289237,29429
22289238,29439
22289239,29449
22289240,29456
22289241,29466
22289242,29476
22289243,29487
22289244,29499
22289245,29510
22289246,29520
22289247,29527
22289248,29537
22289249,29546
22289250,29557
22289251,29566
22289252,29576
22289253,29585
22289254,29594
22289255,29606
22289256,29616
22289257,29633
22289258,29643
22289259,29652
22289260,29662
22289261,29672
22289262,29683
22289263,29693
22289264,29702
22289265,29713
22289266,29723
22289267,29735
22289268,29746
22289269,29753
22289270,29761
22289271,29771
22289272,29782
22289273,29792
22289274,29802
22289275,29812
22289276,29823
22289277,29833
22289278,29845
22289279,29854
22289280,29865
22289281,29873
22289282,29882
22289283,29893
22289284,29904
22289285,29911
22289286,29921
22289287,29930
22289288,29935
22289289,29944
22289290,29955
22289291,29964
22289292,29974
22289293,29988
22289294,29997
22289295,30007
22289296,30017
22289297,30027
22289298,30038
22289299,30054
22289300,30064
22289301,30074
22289302,30082
22289303,30095
22289304,30106
22289305,30116
22289306,30130
22289307,30140
22289308,30152
22289309,30159
22289310,30169
22289311,30178
22289312,30189
22289313,30199
22289314,30206
22289315,30220
22289316,30230
22289317,30242
22289318,30253
22289319,30266
22289320,30277
22289321,30290
22289322,30300
22289323,30309
22289324,30320
22289325,30329
22289326,30339
22289327,30353
22289328,30364
22289329,30377
22289330,30388
22289332,30408
22289333,30417
22289334,30428
22289335,30437
22289336,30448
22289337,30458
22289338,30468
22289339,30477
22289340,30488
22289341,30500
22289342,30510
22289343,30520
22289344,30530
22289345,30539
22289346,30548
22289347,30558
22289348,30567
22289349,30576
22289350,30587
22289351,30600
22289352,30608
22289353,30618
22289354,30627
22289355,30636
22289356,30651
22289357,30659
22289358,30669
22289359,30678
22289360,30685
22289361,30693
