freshdesk_ticket_id,frappe_ticket_id
2808645,5602
2808646,5603
2808647,5604
2808648,5605
2808649,5606
2808650,5607
2808651,5608
2808652,5609
2808653,5610
2808654,5611
2808655,5612
2808656,5613
2808657,5614
2808658,5615
2808659,5616
2808660,5617
2808661,5618
2808662,5619
2808663,5620
2808664,5621
2808665,5622
2808666,5623
2808667,5624
2808668,5625
2808669,5626
2808670,5627
2808671,5629
2808672,5630
2808673,5631
2808674,5632
2808675,5633
2808676,5634
2808677,5635
2808678,5636
2808679,5637
2808680,5638
2808681,5639
2808682,5640
2808683,5641
2808684,5642
2808685,5643
2808686,5644
2808687,5645
2808688,5646
2808689,5647
2808690,5648
2808691,5649
2808692,5650
2808693,5651
2808694,5652
2808695,5653
2808696,5654
2808697,5655
2808698,5656
2808699,5657
2808700,5658
2808701,5659
2808702,5660
2808703,5661
2808704,5662
2808705,5663
2808706,5664
2808707,5665
2808708,5666
2808709,5667
2808710,5668
2808711,5669
2808712,5670
2808713,5671
2808714,5672
2808715,5673
2808716,5674
2808717,5675
2808718,5676
2808719,5677
2808720,5678
2808721,5679
2808722,5680
2808723,5681
2808724,5682
2808725,5683
2808726,5684
2808727,5685
2808728,5686
2808729,5687
2808730,5688
2808731,5689
2808732,5690
2808733,5691
2808734,5692
2808735,5693
2808736,5694
2808737,5695
2808738,5696
2808739,5697
2808740,5698
2808741,5699
2808742,5700
2808743,5701
2808744,5702
2808745,5703
2808746,5704
2808747,5705
2808748,5706
2808749,5707
2808750,5708
2808751,5709
2808752,5710
2808753,5711
2808754,5712
2808755,5713
2808756,5714
2808757,5715
2808758,5716
2808759,5717
2808760,5718
2808761,5719
2808762,5720
2808763,5721
2808764,5722
2808765,5723
2808766,5724
2808767,5725
2808768,5726
2808769,5727
2808770,5728
2808771,5729
2808772,5730
2808773,5731
2808774,5732
2808775,5733
2808776,5734
2808777,5735
2808778,5736
2808779,5737
2808780,5738
2808781,5739
2808782,5740
2808783,5741
2808784,5742
2808785,5743
2808786,5744
2808787,5745
2808788,5746
2808789,5747
2808790,5748
2808791,5749
2808792,5750
2808793,5751
2808794,5752
2808795,5753
2808796,5754
2808797,5755
2808798,5756
2808799,5757
2808800,5758
2808801,5759
2808802,5760
2808803,5761
2808804,5762
2808805,5763
2808806,5764
2808807,5765
2808808,5766
2808809,5767
2808810,5768
2808811,5769
2808812,5770
2808813,5771
2808814,5772
2808815,5773
2808816,5774
2808817,5775
2808818,5776
2808819,5777
2808820,5778
2808822,5781
2808823,5782
2808824,5783
2808825,5784
2808826,5785
2808827,5786
2808828,5787
2808829,5788
2808830,5789
2808831,5790
2808832,5791
2808833,5792
2808834,5793
2808835,5794
2808836,5795
2808837,5796
2808838,5797
2808839,5798
2808840,5799
2808841,5800
2808842,5801
2808843,5802
2808844,5803
2808845,5804
2808846,5805
2808847,5806
2808848,5807
2808849,5808
2808850,5809
2808851,5810
2808852,5811
2808853,5812
2808854,5813
2808855,5814
2808856,5815
2808857,5816
2808858,5817
2808859,5818
2808860,5819
2808861,5820
2808862,5821
2808863,5822
2808864,5823
2808865,5824
2808866,5825
2808867,5826
2808868,5827
2808869,5828
2808870,5829
2808871,5830
2808872,5831
2808873,5832
2808874,5833
2808875,5834
2808876,5835
2808877,5836
2808878,5837
2808879,5838
2808880,5839
2808881,5840
2808882,5841
2808883,5842
2808884,5843
2808885,5844
2808886,5845
2808887,5846
2808888,5847
2808889,5848
2808890,5849
2808891,5850
2808892,5851
2808893,5852
2808894,5853
2808895,5854
2808896,5855
2808897,5856
2808898,5857
2808899,5858
2808900,5859
2808901,5860
2808902,5861
2808903,5862
2808904,5863
2808905,5864
2808906,5865
2808907,5866
2808908,5867
2808909,5868
2808910,5869
2808912,5870
2808913,5871
2808914,5872
2808915,5873
2808916,5874
2808917,5875
2808918,5876
2808919,5877
2808920,5878
2808921,5879
2808922,5880
2808923,5881
2808924,5882
2808925,5883
2808926,5884
2808927,5885
2808928,5886
2808929,5887
2808930,5888
2808931,5889
2808932,5890
2808933,5891
2808934,5892
2808935,5893
2808936,5894
2808937,5895
2808938,5896
2808939,5897
2808940,5898
2808941,5899
2808942,5900
2808943,5901
2808944,5902
2808945,5903
